lon,lat
0.000000,0.000000
0.267661,0.399316
0.535352,0.798621
0.803100,1.197904
1.070937,1.597154
1.338891,1.996359
1.606990,2.395510
1.875266,2.794594
2.143747,3.193601
2.412462,3.592520
2.681441,3.991339
2.950714,4.390047
3.220311,4.788633
3.490260,5.187086
3.760593,5.585394
4.031338,5.983546
4.302527,6.381530
4.574189,6.779336
4.846354,7.176951
5.119054,7.574364
5.392318,7.971563
5.666178,8.368537
5.940665,8.765273
6.215809,9.161759
6.491641,9.557984
6.768195,9.953936
7.045500,10.349601
7.323590,10.744968
7.602495,11.140025
7.882249,11.534758
8.162885,11.929155
8.444434,12.323204
8.726929,12.716891
9.010406,13.110203
9.294896,13.503127
9.580434,13.895649
9.867053,14.287757
10.154789,14.679436
10.443676,15.070673
10.733749,15.461453
11.025044,15.851763
11.317596,16.241587
11.611441,16.630913
11.906616,17.019724
12.203157,17.408006
12.501101,17.795744
12.800487,18.182922
13.101351,18.569526
13.403733,18.955538
13.707670,19.340944
14.013201,19.725726
14.320367,20.109869
14.629207,20.493356
14.939761,20.876170
15.252071,21.258293
15.566176,21.639708
15.882120,22.020398
16.199943,22.400344
16.519689,22.779528
16.841400,23.157931
17.165121,23.535535
17.490894,23.912320
17.818765,24.288266
18.148779,24.663354
18.480980,25.037563
18.815415,25.410873
19.152131,25.783262
19.491174,26.154710
19.832593,26.525195
20.176434,26.894695
20.522747,27.263187
20.871581,27.630648
21.222985,27.997055
21.577010,28.362384
21.933707,28.726612
22.293125,29.089713
22.655319,29.451663
23.020339,29.812436
23.388238,30.172006
23.759070,30.530347
24.132889,30.887431
24.509749,31.243232
24.889705,31.597722
25.272812,31.950871
25.659126,32.302651
26.048704,32.653033
26.441602,33.001986
26.837878,33.349480
27.237589,33.695483
27.640793,34.039964
28.047549,34.382890
28.457915,34.724229
28.871951,35.063946
29.289716,35.402007
29.711270,35.738378
30.136674,36.073023
30.565986,36.405906
30.999269,36.736989
31.436581,37.066236
31.877986,37.393608
32.323542,37.719066
32.773311,38.042570
33.227353,38.364081
33.685731,38.683557
34.148503,39.000957
34.615730,39.316237
35.087474,39.629355
35.563793,39.940267
36.044746,40.248928
36.530393,40.555292
37.020793,40.859314
37.516003,41.160946
38.016079,41.460140
38.521079,41.756848
39.031057,42.051021
39.546067,42.342608
40.066164,42.631560
40.591398,42.917823
41.121821,43.201347
41.657481,43.482078
42.198425,43.759962
42.744700,44.034945
43.296349,44.306971
43.853414,44.575985
44.415935,44.841930
44.983949,45.104750
45.557491,45.364385
46.136593,45.620778
46.721285,45.873869
47.311593,46.123600
47.907542,46.369909
48.509150,46.612736
49.116434,46.852020
49.729409,47.087699
50.348082,47.319712
50.972460,47.547995
51.602544,47.772487
52.238329,47.993123
52.879810,48.209842
53.526972,48.422579
54.179799,48.631271
54.838268,48.835856
55.502352,49.036268
56.172018,49.232445
56.847228,49.424323
57.527936,49.611840
58.214094,49.794932
58.905645,49.973538
59.602527,50.147594
60.304671,50.317040
61.012004,50.481815
61.724445,50.641859
62.441905,50.797111
63.164291,50.947514
63.891503,51.093010
64.623432,51.233542
65.359966,51.369055
66.100984,51.499495
66.846359,51.624808
67.595957,51.744943
68.349639,51.859850
69.107257,51.969481
69.868661,52.073789
70.633690,52.172728
71.402180,52.266256
72.173961,52.354332
72.948856,52.436916
73.726684,52.513972
74.507258,52.585464
75.290388,52.651360
76.075876,52.711629
76.863524,52.766244
77.653125,52.815180
78.444473,52.858413
79.237357,52.895923
80.031563,52.927693
80.826873,52.953707
81.623071,52.973953
82.419935,52.988421
83.217244,52.997105
84.014775,53.000000
84.812307,52.997105
85.609616,52.988421
86.406480,52.973953
87.202677,52.953707
87.997988,52.927693
88.792193,52.895923
89.585077,52.858413
90.376425,52.815180
91.166027,52.766244
91.953674,52.711629
92.739163,52.651360
93.522292,52.585464
94.302867,52.513972
95.080695,52.436916
95.855590,52.354332
96.627371,52.266256
97.395861,52.172728
98.160890,52.073789
98.922293,51.969481
99.679912,51.859850
100.433594,51.744943
101.183192,51.624808
101.928567,51.499495
102.669585,51.369055
103.406119,51.233542
104.138048,51.093010
104.865260,50.947514
105.587646,50.797111
106.305106,50.641859
107.017546,50.481815
107.724879,50.317040
108.427024,50.147594
109.123906,49.973538
109.815457,49.794932
110.501615,49.611840
111.182323,49.424323
111.857533,49.232445
112.527199,49.036268
113.191283,48.835856
113.849752,48.631271
114.502579,48.422579
115.149741,48.209842
115.791221,47.993123
