lon,lat
116.427007,47.772487
117.057090,47.547995
117.681468,47.319712
118.300142,47.087699
118.913116,46.852020
119.520401,46.612736
120.122009,46.369909
120.717957,46.123600
121.308266,45.873869
121.892958,45.620778
122.472060,45.364385
123.045602,45.104750
123.613616,44.841930
124.176137,44.575985
124.733202,44.306971
125.284851,44.034945
125.831126,43.759962
126.372070,43.482078
126.907730,43.201347
127.438152,42.917823
127.963387,42.631560
128.483483,42.342608
128.998494,42.051021
129.508472,41.756848
130.013472,41.460140
130.513548,41.160946
131.008758,40.859314
131.499157,40.555292
131.984805,40.248928
132.465758,39.940267
132.942077,39.629355
133.413820,39.316237
133.881048,39.000957
134.343820,38.683557
134.802197,38.364081
135.256240,38.042570
135.706009,37.719066
136.151565,37.393608
136.592969,37.066236
137.030282,36.736989
137.463565,36.405906
137.892877,36.073023
138.318280,35.738378
138.739835,35.402007
139.157600,35.063946
139.571636,34.724229
139.982002,34.382890
140.388758,34.039964
140.791962,33.695483
141.191673,33.349480
141.587948,33.001986
141.980847,32.653033
142.370424,32.302651
142.756739,31.950871
143.139846,31.597722
143.519802,31.243232
143.896662,30.887431
144.270481,30.530347
144.641313,30.172006
145.009212,29.812436
145.374232,29.451663
145.736425,29.089713
146.095844,28.726612
146.452540,28.362384
146.806565,27.997055
147.157970,27.630648
147.506803,27.263187
147.853116,26.894695
148.196958,26.525195
148.538376,26.154710
148.877420,25.783262
149.214135,25.410873
149.548571,25.037563
149.880772,24.663354
150.210786,24.288266
150.538657,23.912320
150.864430,23.535535
151.188150,23.157931
151.509862,22.779528
151.829608,22.400344
152.147431,22.020398
152.463374,21.639708
152.777480,21.258293
153.089789,20.876170
153.400344,20.493356
153.709183,20.109869
154.016349,19.725726
154.321881,19.340944
154.625818,18.955538
154.928199,18.569526
155.229064,18.182922
155.528449,17.795744
155.826394,17.408006
156.122935,17.019724
156.418110,16.630913
156.711955,16.241587
157.004507,15.851763
157.295801,15.461453
157.585875,15.070673
157.874762,14.679436
158.162498,14.287757
158.449117,13.895649
158.734655,13.503127
159.019145,13.110203
159.302621,12.716891
159.585117,12.323204
159.866666,11.929155
160.147301,11.534758
160.427055,11.140025
160.705961,10.744968
160.984050,10.349601
161.261356,9.953936
161.537909,9.557984
161.813742,9.161759
162.088886,8.765273
162.363373,8.368537
162.637232,7.971563
162.910497,7.574364
163.183196,7.176951
163.455362,6.779336
163.727024,6.381530
163.998212,5.983546
164.268958,5.585394
164.539290,5.187086
164.809240,4.788633
165.078836,4.390047
165.348109,3.991339
165.617089,3.592520
165.885804,3.193601
166.154285,2.794594
166.422560,2.395510
166.690660,1.996359
166.958614,1.597154
167.226450,1.197904
167.494199,0.798621
167.761890,0.399316
168.029551,0.000000
168.297212,-0.399316
168.564902,-0.798621
168.832651,-1.197904
169.100488,-1.597154
169.368441,-1.996359
169.636541,-2.395510
169.904817,-2.794594
170.173297,-3.193601
170.442013,-3.592520
170.710992,-3.991339
170.980265,-4.390047
171.249861,-4.788633
171.519811,-5.187086
171.790144,-5.585394
172.060889,-5.983546
172.332078,-6.381530
172.603739,-6.779336
172.875905,-7.176951
173.148605,-7.574364
173.421869,-7.971563
173.695729,-8.368537
173.970215,-8.765273
174.245359,-9.161759
174.521192,-9.557984
174.797745,-9.953936
175.075051,-10.349601
175.353140,-10.744968
175.632046,-11.140025
175.911800,-11.534758
176.192435,-11.929155
176.473984,-12.323204
176.756480,-12.716891
177.039956,-13.110203
177.324446,-13.503127
177.609984,-13.895649
177.896604,-14.287757
178.184340,-14.679436
178.473227,-15.070673
178.763300,-15.461453
179.054595,-15.851763
179.347147,-16.241587
179.640992,-16.630913
179.936166,-17.019724
nan,nan
-179.767292,-17.408006
-179.469348,-17.795744
-179.169962,-18.182922
-178.869098,-18.569526
-178.566717,-18.955538
-178.262780,-19.340944
-177.957248,-19.725726
-177.650082,-20.109869
-177.341242,-20.493356
-177.030688,-20.876170
-176.718379,-21.258293
-176.404273,-21.639708
-176.088330,-22.020398
-175.770506,-22.400344
-175.450760,-22.779528
-175.129049,-23.157931
-174.805329,-23.535535
-174.479555,-23.912320
-174.151684,-24.288266
-173.821671,-24.663354
-173.489469,-25.037563
-173.155034,-25.410873
-172.818318,-25.783262
-172.479275,-26.154710
-172.137856,-26.525195
-171.794015,-26.894695
-171.447702,-27.263187
-171.098868,-27.630648
-170.747464,-27.997055
-170.393439,-28.362384
-170.036743,-28.726612
-169.677324,-29.089713
-169.315131,-29.451663
-168.950111,-29.812436
-168.582211,-30.172006
-168.211379,-30.530347
-167.837560,-30.887431
-167.460700,-31.243232
-167.080745,-31.597722
-166.697637,-31.950871
-166.311323,-32.302651
-165.921745,-32.653033
-165.528847,-33.001986
-165.132571,-33.349480
-164.732861,-33.695483
-164.329656,-34.039964
-163.922901,-34.382890
-163.512534,-34.724229
-163.098498,-35.063946
-162.680733,-35.402007
-162.259179,-35.738378
-161.833776,-36.073023
-161.404463,-36.405906
-160.971181,-36.736989
-160.533868,-37.066236
-160.092464,-37.393608
-159.646908,-37.719066
-159.197139,-38.042570
-158.743096,-38.364081
-158.284719,-38.683557
-157.821946,-39.000957
-157.354719,-39.316237
-156.882976,-39.629355
-156.406657,-39.940267
-155.925703,-40.248928
-155.440056,-40.555292
-154.949656,-40.859314
-154.454447,-41.160946
-153.954370,-41.460140
-153.449371,-41.756848
-152.939393,-42.051021
-152.424382,-42.342608
-151.904285,-42.631560
-151.379051,-42.917823
-150.848629,-43.201347
-150.312969,-43.482078
-149.772024,-43.759962
-149.225749,-44.034945
-148.674100,-44.306971
-148.117035,-44.575985
-147.554514,-44.841930
-146.986500,-45.104750
-146.412958,-45.364385
-145.833856,-45.620778
-145.249164,-45.873869
-144.658856,-46.123600
-144.062908,-46.369909
-143.461300,-46.612736
-142.854015,-46.852020
-142.241040,-47.087699
-141.622367,-47.319712
-140.997989,-47.547995
-140.367905,-47.772487
-139.732120,-47.993123
-139.090640,-48.209842
-138.443478,-48.422579
-137.790651,-48.631271
-137.132181,-48.835856
-136.468097,-49.036268
-135.798431,-49.232445
-135.123222,-49.424323
-134.442513,-49.611840
-133.756356,-49.794932
-133.064805,-49.973538
-132.367923,-50.147594
-131.665778,-50.317040
-130.958445,-50.481815
-130.246004,-50.641859
-129.528544,-50.797111
-128.806158,-50.947514
-128.078947,-51.093010
-127.347017,-51.233542
-126.610483,-51.369055
-125.869465,-51.499495
-125.124091,-51.624808
-124.374492,-51.744943
-123.620811,-51.859850
-122.863192,-51.969481
-122.101789,-52.073789
-121.336760,-52.172728
-120.568269,-52.266256
-119.796489,-52.354332
-119.021594,-52.436916
-118.243765,-52.513972
-117.463191,-52.585464
-116.680061,-52.651360
-115.894573,-52.711629
-115.106926,-52.766244
-114.317324,-52.815180
-113.525976,-52.858413
-112.733092,-52.895923
-111.938887,-52.927693
-111.143576,-52.953707
-110.347378,-52.973953
-109.550515,-52.988421
-108.753206,-52.997105
-107.955674,-53.000000
-107.158142,-52.997105
-106.360833,-52.988421
-105.563969,-52.973953
-104.767772,-52.953707
-103.972461,-52.927693
-103.178256,-52.895923
-102.385372,-52.858413
-101.594024,-52.815180
-100.804422,-52.766244
-100.016775,-52.711629
-99.231287,-52.651360
-98.448157,-52.585464
-97.667582,-52.513972
-96.889754,-52.436916
-96.114859,-52.354332
-95.343078,-52.266256
-94.574588,-52.172728
-93.809559,-52.073789
-93.048156,-51.969481
-92.290537,-51.859850
-91.536855,-51.744943
-90.787257,-51.624808
-90.041882,-51.499495
-89.300865,-51.369055
-88.564331,-51.233542
-87.832401,-51.093010
-87.105190,-50.947514
-86.382804,-50.797111
-85.665343,-50.641859
-84.952903,-50.481815
-84.245570,-50.317040
-83.543425,-50.147594
-82.846543,-49.973538
-82.154992,-49.794932
-81.468835,-49.611840
-80.788126,-49.424323
-80.112917,-49.232445
-79.443251,-49.036268
-78.779167,-48.835856
-78.120697,-48.631271
-77.467870,-48.422579
-76.820708,-48.209842
-76.179228,-47.993123
-75.543442,-47.772487
-74.913359,-47.547995
-74.288981,-47.319712
-73.670307,-47.087699
-73.057333,-46.852020
-72.450048,-46.612736
-71.848440,-46.369909
-71.252492,-46.123600
-70.662184,-45.873869
-70.077492,-45.620778
-69.498389,-45.364385
-68.924847,-45.104750
-68.356834,-44.841930
-67.794313,-44.575985
-67.237247,-44.306971
-66.685598,-44.034945
-66.139324,-43.759962
-65.598379,-43.482078
-65.062719,-43.201347
-64.532297,-42.917823
-64.007063,-42.631560
-63.486966,-42.342608
-62.971955,-42.051021
-62.461977,-41.756848
-61.956978,-41.460140
-61.456901,-41.160946
-60.961692,-40.859314
-60.471292,-40.555292
-59.985645,-40.248928
-59.504691,-39.940267
-59.028372,-39.629355
-58.556629,-39.316237
-58.089401,-39.000957
-57.626629,-38.683557
-57.168252,-38.364081
-56.714209,-38.042570
-56.264440,-37.719066
-55.818884,-37.393608
-55.377480,-37.066236
-54.940167,-36.736989
-54.506885,-36.405906
-54.077572,-36.073023
-53.652169,-35.738378
-53.230615,-35.402007
-52.812849,-35.063946
-52.398813,-34.724229
-51.988447,-34.382890
-51.581691,-34.039964
-51.178487,-33.695483
-50.778777,-33.349480
-50.382501,-33.001986
-49.989603,-32.653033
-49.600025,-32.302651
-49.213710,-31.950871
-48.830603,-31.597722
-48.450647,-31.243232
-48.073787,-30.887431
-47.699969,-30.530347
-47.329136,-30.172006
-46.961237,-29.812436
-46.596217,-29.451663
-46.234024,-29.089713
-45.874605,-28.726612
-45.517909,-28.362384
-45.163884,-27.997055
-44.812480,-27.630648
-44.463646,-27.263187
-44.117333,-26.894695
-43.773491,-26.525195
-43.432073,-26.154710
-43.093030,-25.783262
-42.756314,-25.410873
-42.421879,-25.037563
-42.089677,-24.663354
-41.759664,-24.288266
-41.431793,-23.912320
-41.106019,-23.535535
-40.782299,-23.157931
-40.460587,-22.779528
-40.140842,-22.400344
-39.823018,-22.020398
-39.507075,-21.639708
-39.192969,-21.258293
-38.880660,-20.876170
-38.570106,-20.493356
-38.261266,-20.109869
-37.954100,-19.725726
-37.648568,-19.340944
-37.344631,-18.955538
-37.042250,-18.569526
-36.741386,-18.182922
-36.442000,-17.795744
-36.144055,-17.408006
-35.847514,-17.019724
-35.552340,-16.630913
-35.258494,-16.241587
-34.965943,-15.851763
-34.674648,-15.461453
-34.384575,-15.070673
-34.095688,-14.679436
-33.807952,-14.287757
-33.521332,-13.895649
-33.235794,-13.503127
-32.951304,-13.110203
-32.667828,-12.716891
-32.385332,-12.323204
-32.103783,-11.929155
-31.823148,-11.534758
-31.543394,-11.140025
-31.264488,-10.744968
-30.986399,-10.349601
-30.709093,-9.953936
-30.432540,-9.557984
-30.156707,-9.161759
-29.881563,-8.765273
-29.607077,-8.368537
-29.333217,-7.971563
-29.059952,-7.574364
-28.787253,-7.176951
-28.515087,-6.779336
-28.243426,-6.381530
-27.972237,-5.983546
-27.701491,-5.585394
-27.431159,-5.187086
-27.161209,-4.788633
-26.891613,-4.390047
-26.622340,-3.991339
-26.353361,-3.592520
-26.084645,-3.193601
-25.816165,-2.794594
-25.547889,-2.395510
-25.279789,-1.996359
-25.011836,-1.597154
-24.743999,-1.197904
-24.476250,-0.798621
-24.208560,-0.399316
-23.940899,-0.000000
